title,,,,,,,,,,,,,,,,,publish_time
Automated real time constant-specificity surveillance for disease outbreaks,,,,,,,,,,,,,,,,,6/13/2007
Screen for ISG15-crossreactive Deubiquitinases,,,,,,,,,,,,,,,,,7/25/2007
s-RT-MELT for rapid mutation scanning using enzymatic selection and real time DNA-melting: new potential for multiplex genetic analysis,,,,,,,,,,,,,,,,,6/1/2007
Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,,,,,,,,,,,,,,,,,7/25/2007
Identification and characterisation of the angiotensin converting enzyme-3 (ACE3) gene: a novel mammalian homologue of ACE,,,,,,,,,,,,,,,,,6/27/2007
Optimization and clinical validation of a pathogen detection microarray,,,,,,,,,,,,,,,,,5/28/2007
RE-MuSiC: a tool for multiple sequence alignment with regular expression constraints,,,,,,,,,,,,,,,,,5/8/2007
pknotsRG: RNA pseudoknot folding including near-optimal structures and sliding windows,,,,,,,,,,,,,,,,,5/3/2007
Influenza pandemic preparedness: motivation for protection among small and medium businesses in Australia,,,,,,,,,,,,,,,,,7/17/2007
Miniaturized PCR chips for nucleic acid amplification and analysis: latest advances and future trends,,,,,,,,,,,,,,,,,6/18/2007
Influenza pandemic intervention planning using InfluSim: pharmaceutical and non- pharmaceutical interventions,,,,,,,,,,,,,,,,,7/13/2007
Factor structure of the General Health Questionnaire (GHQ-12) in subjects who had suffered from the 2004 Niigata-Chuetsu Earthquake in Japan: a community-based study,,,,,,,,,,,,,,,,,7/24/2007
Coronavirus Non-Structural Protein 1 Is a Major Pathogenicity Factor: Implications for the Rational Design of Coronavirus Vaccines,,,,,,,,,,,,,,,,,8/10/2007
Functional Genomics Highlights Differential Induction of Antiviral Pathways in the Lungs of SARS-CoV–Infected Macaques,,,,,,,,,,,,,,,,,8/10/2007
Three-Dimensional Analysis of a Viral RNA Replication Complex Reveals a Virus-Induced Mini-Organelle,,,,,,,,,,,,,,,,,8/14/2007
Estimating Individual and Household Reproduction Numbers in an Emerging Epidemic,,,,,,,,,,,,,,,,,8/22/2007
Virus detection and identification using random multiplex (RT)-PCR with 3'-locked random primers,,,,,,,,,,,,,,,,,6/28/2007
Natural Killer Cells Promote Early CD8 T Cell Responses against Cytomegalovirus,,,,,,,,,,,,,,,,,8/24/2007
Identification of new reference genes for the normalisation of canine osteoarthritic joint tissue transcripts from microarray data,,,,,,,,,,,,,,,,,7/25/2007
Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,,,,,,,,,,,,,,,,,8/1/2007
Identification of Upper Respiratory Tract Pathogens Using Electrochemical Detection on an Oligonucleotide Microarray,,,,,,,,,,,,,,,,,9/26/2007
A Diverse Group of Previously Unrecognized Human Rhinoviruses Are Common Causes of Respiratory Illnesses in Infants,,,,,,,,,,,,,,,,,10/3/2007
Electrospray ionisation-cleavable tandem nucleic acid mass tag–peptide nucleic acid conjugates: synthesis and applications to quantitative genomic analysis using electrospray ionisation-MS/MS,,,,,,,,,,,,,,,,,1/26/2007
"The three transfer RNAs occupying the A, P and E sites on the ribosome are involved in viral programmed -1 ribosomal frameshift",,,,,,,,,,,,,,,,,8/17/2007
Hairpin structure within the 3′UTR of DNA polymerase β mRNA acts as a post-transcriptional regulatory element and interacts with Hax-1,,,,,,,,,,,,,,,,,8/17/2007
Conformational Reorganization of the SARS Coronavirus Spike Following Receptor Binding: Implications for Membrane Fusion,,,,,,,,,,,,,,,,,10/24/2007
Non-pharmaceutical public health interventions for pandemic influenza: an evaluation of the evidence base,,,,,,,,,,,,,,,,,8/15/2007
An evaluation of Comparative Genome Sequencing (CGS) by comparing two previously-sequenced bacterial genomes,,,,,,,,,,,,,,,,,8/14/2007
Sharing H5N1 Viruses to Stop a Global Influenza Pandemic,,,,,,,,,,,,,,,,,11/20/2007
Antibody-Based HIV-1 Vaccines: Recent Developments and Future Directions: A summary report from a Global HIV Vaccine Enterprise Working Group,,,,,,,,,,,,,,,,,12/1/2007
Host Gene Expression Profiling of Dengue Virus Infection in Cell Lines and Patients,,,,,,,,,,,,,,,,,11/21/2007
Rapid generation of an anthrax immunotherapeutic from goats using a novel non-toxic muramyl dipeptide adjuvant,,,,,,,,,,,,,,,,,10/22/2007
Species-specific evolution of immune receptor tyrosine based activation motif-containing CEACAM1-related immune receptors in the dog,,,,,,,,,,,,,,,,,10/18/2007
A novel subset of putative stem/progenitor CD34(+)Oct-4(+) cells is the major target for SARS coronavirus in human lung,,,,,,,,,,,,,,,,,10/29/2007
Protective immune responses against West Nile virus are primed by distinct complement activation pathways,,,,,,,,,,,,,,,,,5/15/2006
Elevated adipogenesis of marrow mesenchymal stem cells during early steroid-associated osteonecrosis development,,,,,,,,,,,,,,,,,10/15/2007
Saccharomyces cerevisiae: a versatile eukaryotic system in virology,,,,,,,,,,,,,,,,,10/10/2007
Receptor-Induced Thiolate Couples Env Activation to Retrovirus Fusion and Infection,,,,,,,,,,,,,,,,,12/21/2007
A bioinformatic filter for improved base-call accuracy and polymorphism detection using the Affymetrix GeneChip® whole-genome resequencing platform,,,,,,,,,,,,,,,,,11/15/2007
Antidiabetes and Anti-obesity Activity of Lagerstroemia speciosa,,,,,,,,,,,,,,,,,3/14/2007
Modeling and detection of respiratory-related outbreak signatures,,,,,,,,,,,,,,,,,10/5/2007
The costs of preventing the spread of respiratory infection in family physician offices: a threshold analysis,,,,,,,,,,,,,,,,,11/13/2007
Coronavirus Spike Protein Inhibits Host Cell Translation by Interaction with eIF3f,,,,,,,,,,,,,,,,,1/30/2008
Transmissibility of the Influenza Virus in the 1918 Pandemic,,,,,,,,,,,,,,,,,1/30/2008
"Use of plasma C-reactive protein, procalcitonin, neutrophils, macrophage migration inhibitory factor, soluble urokinase-type plasminogen activator receptor, and soluble triggering receptor expressed on myeloid cells-1 in combination to diagnose infections: a prospective study",,,,,,,,,,,,,,,,,3/16/2007
"Secretory Leukocyte Protease Inhibitor Binds to Annexin II, a Cofactor for Macrophage HIV-1 Infection",,,,,,,,,,,,,,,,,11/15/2004
Private specificities of CD8 T cell responses control patterns of heterologous immunity,,,,,,,,,,,,,,,,,2/21/2005
Multiple organ infection and the pathogenesis of SARS,,,,,,,,,,,,,,,,,8/1/2005
Predictability and epidemic pathways in global outbreaks of infectious diseases: the SARS case study,,,,,,,,,,,,,,,,,11/21/2007
Determination of suitable housekeeping genes for normalisation of quantitative real time PCR analysis of cells infected with human immunodeficiency virus and herpes viruses,,,,,,,,,,,,,,,,,12/3/2007
"C-ME: A 3D Community-Based, Real-Time Collaboration Tool for Scientific Research and Training",,,,,,,,,,,,,,,,,2/20/2008
IDBD: Infectious Disease Biomarker Database,,,,,,,,,,,,,,,,,11/3/2007
CoVDB: a comprehensive database for comparative analysis of coronavirus genes and genomes,,,,,,,,,,,,,,,,,10/2/2007
An emerging cyberinfrastructure for biodefense pathogen and pathogen–host data,,,,,,,,,,,,,,,,,11/4/2007
Analysis and prediction of protective continuous B-cell epitopes on pathogen proteins,,,,,,,,,,,,,,,,,1/7/2008
HLA class I supertypes: a revised and updated classification,,,,,,,,,,,,,,,,,1/22/2008
Role of receptor polymorphism and glycosylation in syncytium induction and host range variation of ecotropic mouse gammaretroviruses,,,,,,,,,,,,,,,,,1/10/2008
Comprehensive viral oligonucleotide probe design using conserved protein regions,,,,,,,,,,,,,,,,,12/13/2007
The presence of the TAR RNA structure alters the programmed -1 ribosomal frameshift efficiency of the human immunodeficiency virus type 1 (HIV-1) by modifying the rate of translation initiation,,,,,,,,,,,,,,,,,11/5/2007
Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan,,,,,,,,,,,,,,,,,1/18/2008
Effects of intranasal TNFα on granulocyte recruitment and activity in healthy subjects and patients with allergic rhinitis,,,,,,,,,,,,,,,,,1/30/2008
Viral genome sequencing by random priming methods,,,,,,,,,,,,,,,,,1/7/2008
Can the concept of Health Promoting Schools help to improve students' health knowledge and practices to combat the challenge of communicable diseases: Case study in Hong Kong?,,,,,,,,,,,,,,,,,1/30/2008
Hotspot Hunter: a computational system for large-scale screening and selection of candidate immunological hotspots in pathogen proteomes,,,,,,,,,,,,,,,,,2/13/2008
Comparative phyloinformatics of virus genes at micro and macro levels in a distributed computing environment,,,,,,,,,,,,,,,,,2/13/2008
Universal primers that amplify RNA from all three flavivirus subgroups,,,,,,,,,,,,,,,,,1/24/2008
Amino Acid Similarity Accounts for T Cell Cross-Reactivity and for “Holes” in the T Cell Repertoire,,,,,,,,,,,,,,,,,3/19/2008
The cost of community-managed viral respiratory illnesses in a cohort of healthy preschool-aged children,,,,,,,,,,,,,,,,,1/24/2008
Validity of the Common Cold Questionnaire (CCQ) in Asthma Exacerbations,,,,,,,,,,,,,,,,,3/19/2008
A Virus-Encoded Cell–Cell Fusion Machine Dependent on Surrogate Adhesins,,,,,,,,,,,,,,,,,3/7/2008
Membrane interaction and structure of the transmembrane domain of influenza hemagglutinin and its fusion peptide complex,,,,,,,,,,,,,,,,,1/15/2008
"Distinguishing Molecular Features and Clinical Characteristics of a Putative New Rhinovirus Species, Human Rhinovirus C (HRV C)",,,,,,,,,,,,,,,,,4/2/2008
Towards a Coronavirus-Based HIV Multigene Vaccine,,,,,,,,,,,,,,,,,2006
Identification of a contemporary human parechovirus type 1 by VIDISCA and characterisation of its full genome,,,,,,,,,,,,,,,,,2/12/2008
"Genomic organization, sequence divergence, and recombination of feline immunodeficiency virus from lions in the wild",,,,,,,,,,,,,,,,,2/5/2008
Epigrass: a tool to study disease spread in complex networks,,,,,,,,,,,,,,,,,2/26/2008
Autoimmune Cholangitis in the SJL/J Mouse is Antigen Non-specific,,,,,,,,,,,,,,,,,6/10/2002
The Search for a Practical Approach to Emerging Diseases: The Case of Severe Acute Respiratory Syndrome (SARS),,,,,,,,,,,,,,,,,9/10/2002
"La Crosse virus infectivity, pathogenesis, and immunogenicity in mice and monkeys",,,,,,,,,,,,,,,,,2/11/2008
Transmission Pathways of Foot-and-Mouth Disease Virus in the United Kingdom in 2007,,,,,,,,,,,,,,,,,4/18/2008
Proteomics computational analyses suggest that baculovirus GP64 superfamily proteins are class III penetrenes,,,,,,,,,,,,,,,,,2/18/2008
Activation of Interleukin-32 Pro-Inflammatory Pathway in Response to Influenza A Virus Infection,,,,,,,,,,,,,,,,,4/16/2008
Safety and immunogenicity of an MF59™-adjuvanted subunit influenza vaccine in elderly Chinese subjects,,,,,,,,,,,,,,,,,2/20/2008
Roles of TNF-α gene polymorphisms in the occurrence and progress of SARS-Cov infection: A case-control study,,,,,,,,,,,,,,,,,2/29/2008
Bioinformatics in China: A Personal Perspective,,,,,,,,,,,,,,,,,4/25/2008
The United States and Canada as a coupled epidemiological system: An example from hepatitis A,,,,,,,,,,,,,,,,,2/28/2008
Improved production of human type II procollagen in the yeast Pichia pastoris in shake flasks by a wireless-controlled fed-batch system,,,,,,,,,,,,,,,,,3/27/2008
SARS-Coronavirus Replication/Transcription Complexes Are Membrane-Protected and Need a Host Factor for Activity In Vitro,,,,,,,,,,,,,,,,,5/2/2008
Methods for simultaneously identifying coherent local clusters with smooth global patterns in gene expression profiles,,,,,,,,,,,,,,,,,3/20/2008
Pathogen Discovery,,,,,,,,,,,,,,,,,4/25/2008
Synonym set extraction from the biomedical literature by lexical pattern discovery,,,,,,,,,,,,,,,,,3/24/2008
Nanopolymers improve delivery of exon skipping oligonucleotides and concomitant dystrophin expression in skeletal muscle of mdx mice,,,,,,,,,,,,,,,,,4/2/2008
Functional Analysis of the 5′ Genomic Sequence of a Bovine Norovirus,,,,,,,,,,,,,,,,,5/14/2008
IL-12 RB1 Genetic Variants Contribute to Human Susceptibility to Severe Acute Respiratory Syndrome Infection among Chinese,,,,,,,,,,,,,,,,,5/14/2008
"DetectiV: visualization, normalization and significance testing for pathogen-detection microarray data",,,,,,,,,,,,,,,,,9/14/2007
Viral Control of Mitochondrial Apoptosis,,,,,,,,,,,,,,,,,5/30/2008
Expression of Foot-and-Mouth Disease Virus Capsid Proteins in Silkworm-Baculovirus Expression System and Its Utilization as a Subunit Vaccine,,,,,,,,,,,,,,,,,5/28/2008
A flexibly shaped space-time scan statistic for disease outbreak detection and monitoring,,,,,,,,,,,,,,,,,4/11/2008
The effect of network mixing patterns on epidemic dynamics and the efficacy of disease contact tracing,,,,,,,,,,,,,,,,,12/4/2007
General Practice and Pandemic Influenza: A Framework for Planning and Comparison of Plans in Five Countries,,,,,,,,,,,,,,,,,5/28/2008
"Gene expression analyses in Atlantic salmon challenged with infectious salmon anemia virus reveal differences between individuals with early, intermediate and late mortality",,,,,,,,,,,,,,,,,4/18/2008
Graphical presentation of diagnostic information,,,,,,,,,,,,,,,,,4/11/2008
Apoptotic signals induce specific degradation of ribosomal RNA in yeast,,,,,,,,,,,,,,,,,4/1/2008
Inhibition of HIV-1 by multiple siRNAs expressed from a single microRNA polycistron,,,,,,,,,,,,,,,,,3/16/2008
Cytoprotective Activity of Glycyrrhizae radix Extract Against Arsenite-induced Cytotoxicity,,,,,,,,,,,,,,,,,3/25/2007
Improved microarray gene expression profiling of virus-infected cells after removal of viral RNA,,,,,,,,,,,,,,,,,5/14/2008
Virus Adaptation by Manipulation of Host's Gene Expression,,,,,,,,,,,,,,,,,6/11/2008
Mouse Hepatitis Coronavirus RNA Replication Depends on GBF1-Mediated ARF1 Activation,,,,,,,,,,,,,,,,,6/13/2008
Complete genome sequence of Treponema pallidum ssp. pallidum strain SS14 determined with oligonucleotide arrays,,,,,,,,,,,,,,,,,5/15/2008
Comparative analysis of full genomic sequences among different genotypes of dengue virus type 3,,,,,,,,,,,,,,,,,5/21/2008
Healthcare workers' attitudes towards working during pandemic influenza: A multi method study,,,,,,,,,,,,,,,,,6/2/2008
HyperISGylation of Old World Monkey ISG15 in Human Cells,,,,,,,,,,,,,,,,,6/18/2008
Deletion of human metapneumovirus M2-2 increases mutation frequency and attenuates growth in hamsters,,,,,,,,,,,,,,,,,6/3/2008
Ubiquitination Is Required for Effective Replication of Coxsackievirus B3,,,,,,,,,,,,,,,,,7/9/2008
Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population,,,,,,,,,,,,,,,,,7/9/2008
Oct-4 Expression Maintained Cancer Stem-Like Properties in Lung Cancer-Derived CD133-Positive Cells,,,,,,,,,,,,,,,,,7/9/2008
Virus-Like Particles of SARS-Like Coronavirus Formed by Membrane Proteins from Different Origins Demonstrate Stimulating Activity in Human Dendritic Cells,,,,,,,,,,,,,,,,,7/16/2008
Expression of HIV-1 antigens in plants as potential subunit vaccines,,,,,,,,,,,,,,,,,6/23/2008
"Gatekeepers of health: A qualitative assessment of child care centre staff's perspectives, practices and challenges to enteric illness prevention and management in child care centres",,,,,,,,,,,,,,,,,6/13/2008
Dating the time of viral subtype divergence,,,,,,,,,,,,,,,,,6/9/2008
"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat",,,,,,,,,,,,,,,,,7/16/2008
Rapid discovery and optimization of therapeutic antibodies against emerging infectious diseases,,,,,,,,,,,,,,,,,5/13/2008
